,NaN
0.56x,0.567
0.56x,0.567
056x,0.567
0.56x,0.567
0.56x,0.567
x56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.566,0.566
0.56x,0.566
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.564,0.564
0.56x,0.564
0.56x,0.564
0.56x,0.564
0.56x,0.564
0.56x,0.564
0.56,0.56
0.56,0.56
x56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
056,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.56x,0.567
x56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
x56x,0.56
0.566,0.566
0.56x,0.566
0.567,0.567
0567,0.567
0.567,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
056x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.566,0.566
0.56x,0.566
0.56x,0.566
0.56x,0.566
0.56x,0.566
0.56x,0.566
0.56x,0.566
0.56x,0.566
0.56x,0.566
x56x,0.566
0.56,0.56
0.56x,0.56
x56x,0.56
0.56x,0.56
0.56x,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
056x,0.567
0.56x,0.567
0.56x,0.567
x56x,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.56,0.56
0.56,0.56
0.56,0.56
0.56x,0.56
056x,0.56
0.56x,0.56
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.56x,0.567
0.56x,0.567
x56x,0.567
0.56x,0.567
0.56x,0.567
x56x,0.567
0.566,0.566
0.56x,0.566
0.56x,0.566
0.56x,0.566
0.56,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
x56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0.56x,0.567
0.56x,0.567
056x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
056x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56,0.56
0.56,0.56
0.56,0.56
x56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56x,0.56
0.56x,0.56
0.56,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.56x,0.567
x56x,0.567
0.566,0.566
0.56x,0.566
0.56,0.56
056x,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.56,0.56
0.56,0.56
056x,0.56
0.56x,0.56
0.56x,0.56
0.56,0.56
0.56,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.567,0.567
0.567,0.567
0.567,0.567
056,0.56
0.56x,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56x,0.56
0.56,0.56
0.56,0.56
0.56,0.56
056,0.56
0.56x,0.56
0.56,0.56
x56x,0.56
0.56x,0.56
0.56,0.56
0.56x,0.56
0.567,0.567
0.567,0.567
0567,0.567
0.56,0.56
0.56,0.56
056,0.56
0.565,0.565
0.56,0.56
0.56,0.56
0.56x,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0.56,0.56
056x,0.56
0.56x,0.56
0.56,0.56
0.56,0.56
0.566,0.566
0.56x,0.566
0.56,0.56
0.56,0.56
0.56,0.56
x56,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56,0.56
0.56,0.56
056,0.56
0.565,0.565
0.56,0.56
0.56,0.56
0.56,0.56
0.56x,0.56
056,0.56
0.56x,0.56
0.56,0.56
x567,0.56
0.567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.567,0.567
0.567,0.567
0.567,0.567
056x,0.567
0.56x,0.567
0.56x,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
x56x,0.567
0.56x,0.567
0.56x,0.567
0.56x,0.567
0.565,0.565
0.56x,0.565
0.56x,0.565
0.56x,0.565
0.56x,0.565
x56x,0.565
0.567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.56,0.56
0.56,0.56
0.56,0.56
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.56,0.56
0.56,0.56
0.56x,0.56
0.56,0.56
0.56,0.56
0.56x,0.56
0.56x,0.56
056,0.56
0.56x,0.56
0.56,0.56
x56,0.56
0.56x,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.565,0.565
0.56,0.56
x56,0.56
0.56,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.56,0.56
0.56,0.56
056,0.56
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.56,0.56
0.56,0.56
0.56x,0.56
0.56,0.56
056x,0.56
0.56x,0.56
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
x56,0.567
0.56,0.56
0.56,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
x56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
056,0.56
0.56,0.56
0.56,0.56
x56,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56x,0.56
0.56,0.56
0.565,0.565
x56x,0.565
0.566,0.566
0.56,0.56
0.56x,0.56
056x,0.56
0.56x,0.56
0.56x,0.56
0.56x,0.56
0.56,0.56
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.56x,0.567
0.56,0.56
0.56,0.56
0.56x,0.56
0.566,0.566
0.56x,0.566
0.56x,0.566
056x,0.566
0.56x,0.566
0.56x,0.566
0.56,0.56
0.56x,0.56
0.56x,0.56
0.56,0.56
0.56x,0.56
0.56x,0.56
x567,0.56
0.567,0.567
0.567,0.567
0.56,0.56
0.566,0.566
0.56,0.56
0.56,0.56
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
x567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
0.56x,0.567
0.56,0.56
x56,0.56
0.56x,0.56
0.56x,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.565,0.565
x56,0.565
0.566,0.566
0.56x,0.566
0.56,0.56
056x,0.56
0.56,0.56
0.56,0.56
0.56,0.56
0.56x,0.56
0.56x,0.56
0.56,0.56
0.56x,0.56
0.567,0.567
0567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0.567,0.567
0567,0.567
